0.00000000	-0.00000000
0.02000000	-0.12533323
0.04000000	-0.24868989
0.06000000	-0.36812455
0.08000000	-0.48175367
0.10000000	-0.58778525
0.12000000	-0.68454711
0.14000000	-0.77051324
0.16000000	-0.84432793
0.18000000	-0.90482705
0.20000000	-0.95105652
0.22000000	-0.98228725
0.24000000	-0.99802673
0.26000000	-0.99802673
0.28000000	-0.98228725
0.30000000	-0.95105652
0.32000000	-0.90482705
0.34000000	-0.84432793
0.36000000	-0.77051324
0.38000000	-0.68454711
0.40000000	-0.58778525
0.42000000	-0.48175367
0.44000000	-0.36812455
0.46000000	-0.24868989
0.48000000	-0.12533323
0.50000000	-0.00000000
0.52000000	0.12533323
0.54000000	0.24868989
0.56000000	0.36812455
0.58000000	0.48175367
0.60000000	0.58778525
0.62000000	0.68454711
0.64000000	0.77051324
0.66000000	0.84432793
0.68000000	0.90482705
0.70000000	0.95105652
0.72000000	0.98228725
0.74000000	0.99802673
0.76000000	0.99802673
0.78000000	0.98228725
0.80000000	0.95105652
0.82000000	0.90482705
0.84000000	0.84432793
0.86000000	0.77051324
0.88000000	0.68454711
0.90000000	0.58778525
0.92000000	0.48175367
0.94000000	0.36812455
0.96000000	0.24868989
0.98000000	0.12533323
1.00000000	0.00000000
1.02000000	-0.12533323
1.04000000	-0.24868989
1.06000000	-0.36812455
1.08000000	-0.48175367
1.10000000	-0.58778525
1.12000000	-0.68454711
1.14000000	-0.77051324
1.16000000	-0.84432793
1.18000000	-0.90482705
1.20000000	-0.95105652
1.22000000	-0.98228725
1.24000000	-0.99802673
1.26000000	-0.99802673
1.28000000	-0.98228725
1.30000000	-0.95105652
1.32000000	-0.90482705
1.34000000	-0.84432793
1.36000000	-0.77051324
1.38000000	-0.68454711
1.40000000	-0.58778525
1.42000000	-0.48175367
1.44000000	-0.36812455
1.46000000	-0.24868989
1.48000000	-0.12533323
1.50000000	-0.00000000
1.52000000	0.12533323
1.54000000	0.24868989
1.56000000	0.36812455
1.58000000	0.48175367
1.60000000	0.58778525
1.62000000	0.68454711
1.64000000	0.77051324
1.66000000	0.84432793
1.68000000	0.90482705
1.70000000	0.95105652
1.72000000	0.98228725
1.74000000	0.99802673
1.76000000	0.99802673
1.78000000	0.98228725
1.80000000	0.95105652
1.82000000	0.90482705
1.84000000	0.84432793
